generated_id,seed_no,variant_index,reference,original_expression,generated_expression,generation_type,distinct_operands_renamed
1898,81,12,,(α · β) || (1 · α),(X081V12O01 · X081V12O02) || (708101203 · X081V12O01),operand-renamed_same-structure,3
1899,81,13,,(α · β) || (1 · α),(X081V13O01 · X081V13O02) || (708101303 · X081V13O01),operand-renamed_same-structure,3
1900,81,14,,(α · β) || (1 · α),(X081V14O01 · X081V14O02) || (708101403 · X081V14O01),operand-renamed_same-structure,3
1901,81,15,,(α · β) || (1 · α),(X081V15O01 · X081V15O02) || (708101503 · X081V15O01),operand-renamed_same-structure,3
1902,81,16,,(α · β) || (1 · α),(X081V16O01 · X081V16O02) || (708101603 · X081V16O01),operand-renamed_same-structure,3
1903,81,17,,(α · β) || (1 · α),(X081V17O01 · X081V17O02) || (708101703 · X081V17O01),operand-renamed_same-structure,3
1904,81,18,,(α · β) || (1 · α),(X081V18O01 · X081V18O02) || (708101803 · X081V18O01),operand-renamed_same-structure,3
1905,81,19,,(α · β) || (1 · α),(X081V19O01 · X081V19O02) || (708101903 · X081V19O01),operand-renamed_same-structure,3
1906,81,20,,(α · β) || (1 · α),(X081V20O01 · X081V20O02) || (708102003 · X081V20O01),operand-renamed_same-structure,3
1907,81,21,,(α · β) || (1 · α),(X081V21O01 · X081V21O02) || (708102103 · X081V21O01),operand-renamed_same-structure,3
1908,81,22,,(α · β) || (1 · α),(X081V22O01 · X081V22O02) || (708102203 · X081V22O01),operand-renamed_same-structure,3
1909,81,23,,(α · β) || (1 · α),(X081V23O01 · X081V23O02) || (708102303 · X081V23O01),operand-renamed_same-structure,3
1910,81,24,,(α · β) || (1 · α),(X081V24O01 · X081V24O02) || (708102403 · X081V24O01),operand-renamed_same-structure,3
1911,82,1,,(α · β) || α,(X082V01O01 · X082V01O02) || X082V01O01,operand-renamed_same-structure,2
1912,82,2,,(α · β) || α,(X082V02O01 · X082V02O02) || X082V02O01,operand-renamed_same-structure,2
1913,82,3,,(α · β) || α,(X082V03O01 · X082V03O02) || X082V03O01,operand-renamed_same-structure,2
1914,82,4,,(α · β) || α,(X082V04O01 · X082V04O02) || X082V04O01,operand-renamed_same-structure,2
1915,82,5,,(α · β) || α,(X082V05O01 · X082V05O02) || X082V05O01,operand-renamed_same-structure,2
1916,82,6,,(α · β) || α,(X082V06O01 · X082V06O02) || X082V06O01,operand-renamed_same-structure,2
1917,82,7,,(α · β) || α,(X082V07O01 · X082V07O02) || X082V07O01,operand-renamed_same-structure,2
1918,82,8,,(α · β) || α,(X082V08O01 · X082V08O02) || X082V08O01,operand-renamed_same-structure,2
1919,82,9,,(α · β) || α,(X082V09O01 · X082V09O02) || X082V09O01,operand-renamed_same-structure,2
1920,82,10,,(α · β) || α,(X082V10O01 · X082V10O02) || X082V10O01,operand-renamed_same-structure,2
1921,82,11,,(α · β) || α,(X082V11O01 · X082V11O02) || X082V11O01,operand-renamed_same-structure,2
1922,82,12,,(α · β) || α,(X082V12O01 · X082V12O02) || X082V12O01,operand-renamed_same-structure,2
1923,82,13,,(α · β) || α,(X082V13O01 · X082V13O02) || X082V13O01,operand-renamed_same-structure,2
1924,82,14,,(α · β) || α,(X082V14O01 · X082V14O02) || X082V14O01,operand-renamed_same-structure,2
1925,82,15,,(α · β) || α,(X082V15O01 · X082V15O02) || X082V15O01,operand-renamed_same-structure,2
1926,82,16,,(α · β) || α,(X082V16O01 · X082V16O02) || X082V16O01,operand-renamed_same-structure,2
1927,82,17,,(α · β) || α,(X082V17O01 · X082V17O02) || X082V17O01,operand-renamed_same-structure,2
1928,82,18,,(α · β) || α,(X082V18O01 · X082V18O02) || X082V18O01,operand-renamed_same-structure,2
1929,82,19,,(α · β) || α,(X082V19O01 · X082V19O02) || X082V19O01,operand-renamed_same-structure,2
1930,82,20,,(α · β) || α,(X082V20O01 · X082V20O02) || X082V20O01,operand-renamed_same-structure,2
1931,82,21,,(α · β) || α,(X082V21O01 · X082V21O02) || X082V21O01,operand-renamed_same-structure,2
1932,82,22,,(α · β) || α,(X082V22O01 · X082V22O02) || X082V22O01,operand-renamed_same-structure,2
1933,82,23,,(α · β) || α,(X082V23O01 · X082V23O02) || X082V23O01,operand-renamed_same-structure,2
1934,83,1,2015-Concurrent Kleene algebra with tests and branching automata,(x||y)(z||w),(X083V01O01||X083V01O02)(X083V01O03||X083V01O04),operand-renamed_same-structure,4
1935,83,2,2015-Concurrent Kleene algebra with tests and branching automata,(x||y)(z||w),(X083V02O01||X083V02O02)(X083V02O03||X083V02O04),operand-renamed_same-structure,4
1936,83,3,2015-Concurrent Kleene algebra with tests and branching automata,(x||y)(z||w),(X083V03O01||X083V03O02)(X083V03O03||X083V03O04),operand-renamed_same-structure,4
1937,83,4,2015-Concurrent Kleene algebra with tests and branching automata,(x||y)(z||w),(X083V04O01||X083V04O02)(X083V04O03||X083V04O04),operand-renamed_same-structure,4
1938,83,5,2015-Concurrent Kleene algebra with tests and branching automata,(x||y)(z||w),(X083V05O01||X083V05O02)(X083V05O03||X083V05O04),operand-renamed_same-structure,4
1939,83,6,2015-Concurrent Kleene algebra with tests and branching automata,(x||y)(z||w),(X083V06O01||X083V06O02)(X083V06O03||X083V06O04),operand-renamed_same-structure,4
1940,83,7,2015-Concurrent Kleene algebra with tests and branching automata,(x||y)(z||w),(X083V07O01||X083V07O02)(X083V07O03||X083V07O04),operand-renamed_same-structure,4
1941,83,8,2015-Concurrent Kleene algebra with tests and branching automata,(x||y)(z||w),(X083V08O01||X083V08O02)(X083V08O03||X083V08O04),operand-renamed_same-structure,4
1942,83,9,2015-Concurrent Kleene algebra with tests and branching automata,(x||y)(z||w),(X083V09O01||X083V09O02)(X083V09O03||X083V09O04),operand-renamed_same-structure,4
1943,83,10,2015-Concurrent Kleene algebra with tests and branching automata,(x||y)(z||w),(X083V10O01||X083V10O02)(X083V10O03||X083V10O04),operand-renamed_same-structure,4
1944,83,11,2015-Concurrent Kleene algebra with tests and branching automata,(x||y)(z||w),(X083V11O01||X083V11O02)(X083V11O03||X083V11O04),operand-renamed_same-structure,4
1945,83,12,2015-Concurrent Kleene algebra with tests and branching automata,(x||y)(z||w),(X083V12O01||X083V12O02)(X083V12O03||X083V12O04),operand-renamed_same-structure,4
1946,83,13,2015-Concurrent Kleene algebra with tests and branching automata,(x||y)(z||w),(X083V13O01||X083V13O02)(X083V13O03||X083V13O04),operand-renamed_same-structure,4
1947,83,14,2015-Concurrent Kleene algebra with tests and branching automata,(x||y)(z||w),(X083V14O01||X083V14O02)(X083V14O03||X083V14O04),operand-renamed_same-structure,4
1948,83,15,2015-Concurrent Kleene algebra with tests and branching automata,(x||y)(z||w),(X083V15O01||X083V15O02)(X083V15O03||X083V15O04),operand-renamed_same-structure,4
1949,83,16,2015-Concurrent Kleene algebra with tests and branching automata,(x||y)(z||w),(X083V16O01||X083V16O02)(X083V16O03||X083V16O04),operand-renamed_same-structure,4
1950,83,17,2015-Concurrent Kleene algebra with tests and branching automata,(x||y)(z||w),(X083V17O01||X083V17O02)(X083V17O03||X083V17O04),operand-renamed_same-structure,4
1951,83,18,2015-Concurrent Kleene algebra with tests and branching automata,(x||y)(z||w),(X083V18O01||X083V18O02)(X083V18O03||X083V18O04),operand-renamed_same-structure,4
1952,83,19,2015-Concurrent Kleene algebra with tests and branching automata,(x||y)(z||w),(X083V19O01||X083V19O02)(X083V19O03||X083V19O04),operand-renamed_same-structure,4
1953,83,20,2015-Concurrent Kleene algebra with tests and branching automata,(x||y)(z||w),(X083V20O01||X083V20O02)(X083V20O03||X083V20O04),operand-renamed_same-structure,4
1954,83,21,2015-Concurrent Kleene algebra with tests and branching automata,(x||y)(z||w),(X083V21O01||X083V21O02)(X083V21O03||X083V21O04),operand-renamed_same-structure,4
1955,83,22,2015-Concurrent Kleene algebra with tests and branching automata,(x||y)(z||w),(X083V22O01||X083V22O02)(X083V22O03||X083V22O04),operand-renamed_same-structure,4
1956,83,23,2015-Concurrent Kleene algebra with tests and branching automata,(x||y)(z||w),(X083V23O01||X083V23O02)(X083V23O03||X083V23O04),operand-renamed_same-structure,4
1957,83,24,2015-Concurrent Kleene algebra with tests and branching automata,(x||y)(z||w),(X083V24O01||X083V24O02)(X083V24O03||X083V24O04),operand-renamed_same-structure,4
1958,84,1,,(xz)||(yw),(X084V01O01)||(X084V01O02),operand-renamed_same-structure,2
1959,84,2,,(xz)||(yw),(X084V02O01)||(X084V02O02),operand-renamed_same-structure,2
1960,84,3,,(xz)||(yw),(X084V03O01)||(X084V03O02),operand-renamed_same-structure,2
1961,84,4,,(xz)||(yw),(X084V04O01)||(X084V04O02),operand-renamed_same-structure,2
1962,84,5,,(xz)||(yw),(X084V05O01)||(X084V05O02),operand-renamed_same-structure,2
1963,84,6,,(xz)||(yw),(X084V06O01)||(X084V06O02),operand-renamed_same-structure,2
1964,84,7,,(xz)||(yw),(X084V07O01)||(X084V07O02),operand-renamed_same-structure,2
1965,84,8,,(xz)||(yw),(X084V08O01)||(X084V08O02),operand-renamed_same-structure,2
1966,84,9,,(xz)||(yw),(X084V09O01)||(X084V09O02),operand-renamed_same-structure,2
1967,84,10,,(xz)||(yw),(X084V10O01)||(X084V10O02),operand-renamed_same-structure,2
1968,84,11,,(xz)||(yw),(X084V11O01)||(X084V11O02),operand-renamed_same-structure,2
1969,84,12,,(xz)||(yw),(X084V12O01)||(X084V12O02),operand-renamed_same-structure,2
1970,84,13,,(xz)||(yw),(X084V13O01)||(X084V13O02),operand-renamed_same-structure,2
1971,84,14,,(xz)||(yw),(X084V14O01)||(X084V14O02),operand-renamed_same-structure,2
1972,84,15,,(xz)||(yw),(X084V15O01)||(X084V15O02),operand-renamed_same-structure,2
1973,84,16,,(xz)||(yw),(X084V16O01)||(X084V16O02),operand-renamed_same-structure,2
1974,84,17,,(xz)||(yw),(X084V17O01)||(X084V17O02),operand-renamed_same-structure,2
1975,84,18,,(xz)||(yw),(X084V18O01)||(X084V18O02),operand-renamed_same-structure,2
1976,84,19,,(xz)||(yw),(X084V19O01)||(X084V19O02),operand-renamed_same-structure,2
1977,84,20,,(xz)||(yw),(X084V20O01)||(X084V20O02),operand-renamed_same-structure,2
1978,84,21,,(xz)||(yw),(X084V21O01)||(X084V21O02),operand-renamed_same-structure,2
1979,84,22,,(xz)||(yw),(X084V22O01)||(X084V22O02),operand-renamed_same-structure,2
1980,84,23,,(xz)||(yw),(X084V23O01)||(X084V23O02),operand-renamed_same-structure,2
1981,84,24,,(xz)||(yw),(X084V24O01)||(X084V24O02),operand-renamed_same-structure,2
1982,85,1,,b + a.(a||b)∗.b.a,X085V01O01 + X085V01O02.(X085V01O02||X085V01O01)∗.X085V01O01.X085V01O02,operand-renamed_same-structure,2
1983,85,2,,b + a.(a||b)∗.b.a,X085V02O01 + X085V02O02.(X085V02O02||X085V02O01)∗.X085V02O01.X085V02O02,operand-renamed_same-structure,2
1984,85,3,,b + a.(a||b)∗.b.a,X085V03O01 + X085V03O02.(X085V03O02||X085V03O01)∗.X085V03O01.X085V03O02,operand-renamed_same-structure,2
1985,85,4,,b + a.(a||b)∗.b.a,X085V04O01 + X085V04O02.(X085V04O02||X085V04O01)∗.X085V04O01.X085V04O02,operand-renamed_same-structure,2
1986,85,5,,b + a.(a||b)∗.b.a,X085V05O01 + X085V05O02.(X085V05O02||X085V05O01)∗.X085V05O01.X085V05O02,operand-renamed_same-structure,2
1987,85,6,,b + a.(a||b)∗.b.a,X085V06O01 + X085V06O02.(X085V06O02||X085V06O01)∗.X085V06O01.X085V06O02,operand-renamed_same-structure,2
1988,85,7,,b + a.(a||b)∗.b.a,X085V07O01 + X085V07O02.(X085V07O02||X085V07O01)∗.X085V07O01.X085V07O02,operand-renamed_same-structure,2
1989,85,8,,b + a.(a||b)∗.b.a,X085V08O01 + X085V08O02.(X085V08O02||X085V08O01)∗.X085V08O01.X085V08O02,operand-renamed_same-structure,2
1990,85,9,,b + a.(a||b)∗.b.a,X085V09O01 + X085V09O02.(X085V09O02||X085V09O01)∗.X085V09O01.X085V09O02,operand-renamed_same-structure,2
1991,85,10,,b + a.(a||b)∗.b.a,X085V10O01 + X085V10O02.(X085V10O02||X085V10O01)∗.X085V10O01.X085V10O02,operand-renamed_same-structure,2
1992,85,11,,b + a.(a||b)∗.b.a,X085V11O01 + X085V11O02.(X085V11O02||X085V11O01)∗.X085V11O01.X085V11O02,operand-renamed_same-structure,2
1993,85,12,,b + a.(a||b)∗.b.a,X085V12O01 + X085V12O02.(X085V12O02||X085V12O01)∗.X085V12O01.X085V12O02,operand-renamed_same-structure,2
1994,85,13,,b + a.(a||b)∗.b.a,X085V13O01 + X085V13O02.(X085V13O02||X085V13O01)∗.X085V13O01.X085V13O02,operand-renamed_same-structure,2
1995,85,14,,b + a.(a||b)∗.b.a,X085V14O01 + X085V14O02.(X085V14O02||X085V14O01)∗.X085V14O01.X085V14O02,operand-renamed_same-structure,2
1996,85,15,,b + a.(a||b)∗.b.a,X085V15O01 + X085V15O02.(X085V15O02||X085V15O01)∗.X085V15O01.X085V15O02,operand-renamed_same-structure,2
1997,85,16,,b + a.(a||b)∗.b.a,X085V16O01 + X085V16O02.(X085V16O02||X085V16O01)∗.X085V16O01.X085V16O02,operand-renamed_same-structure,2
1998,85,17,,b + a.(a||b)∗.b.a,X085V17O01 + X085V17O02.(X085V17O02||X085V17O01)∗.X085V17O01.X085V17O02,operand-renamed_same-structure,2
1999,85,18,,b + a.(a||b)∗.b.a,X085V18O01 + X085V18O02.(X085V18O02||X085V18O01)∗.X085V18O01.X085V18O02,operand-renamed_same-structure,2
2000,85,19,,b + a.(a||b)∗.b.a,X085V19O01 + X085V19O02.(X085V19O02||X085V19O01)∗.X085V19O01.X085V19O02,operand-renamed_same-structure,2
2001,85,20,,b + a.(a||b)∗.b.a,X085V20O01 + X085V20O02.(X085V20O02||X085V20O01)∗.X085V20O01.X085V20O02,operand-renamed_same-structure,2
2002,85,21,,b + a.(a||b)∗.b.a,X085V21O01 + X085V21O02.(X085V21O02||X085V21O01)∗.X085V21O01.X085V21O02,operand-renamed_same-structure,2
2003,85,22,,b + a.(a||b)∗.b.a,X085V22O01 + X085V22O02.(X085V22O02||X085V22O01)∗.X085V22O01.X085V22O02,operand-renamed_same-structure,2
2004,85,23,,b + a.(a||b)∗.b.a,X085V23O01 + X085V23O02.(X085V23O02||X085V23O01)∗.X085V23O01.X085V23O02,operand-renamed_same-structure,2
2005,86,1,,(α.p.β|γ.q.δ)|λ.r.μ,(X086V01O01.X086V01O02.X086V01O03|X086V01O04.X086V01O05.X086V01O06)|X086V01O07.X086V01O08.X086V01O09,operand-renamed_same-structure,9
2006,86,2,,(α.p.β|γ.q.δ)|λ.r.μ,(X086V02O01.X086V02O02.X086V02O03|X086V02O04.X086V02O05.X086V02O06)|X086V02O07.X086V02O08.X086V02O09,operand-renamed_same-structure,9
2007,86,3,,(α.p.β|γ.q.δ)|λ.r.μ,(X086V03O01.X086V03O02.X086V03O03|X086V03O04.X086V03O05.X086V03O06)|X086V03O07.X086V03O08.X086V03O09,operand-renamed_same-structure,9
2008,86,4,,(α.p.β|γ.q.δ)|λ.r.μ,(X086V04O01.X086V04O02.X086V04O03|X086V04O04.X086V04O05.X086V04O06)|X086V04O07.X086V04O08.X086V04O09,operand-renamed_same-structure,9
2009,86,5,,(α.p.β|γ.q.δ)|λ.r.μ,(X086V05O01.X086V05O02.X086V05O03|X086V05O04.X086V05O05.X086V05O06)|X086V05O07.X086V05O08.X086V05O09,operand-renamed_same-structure,9
2010,86,6,,(α.p.β|γ.q.δ)|λ.r.μ,(X086V06O01.X086V06O02.X086V06O03|X086V06O04.X086V06O05.X086V06O06)|X086V06O07.X086V06O08.X086V06O09,operand-renamed_same-structure,9
2011,86,7,,(α.p.β|γ.q.δ)|λ.r.μ,(X086V07O01.X086V07O02.X086V07O03|X086V07O04.X086V07O05.X086V07O06)|X086V07O07.X086V07O08.X086V07O09,operand-renamed_same-structure,9
2012,86,8,,(α.p.β|γ.q.δ)|λ.r.μ,(X086V08O01.X086V08O02.X086V08O03|X086V08O04.X086V08O05.X086V08O06)|X086V08O07.X086V08O08.X086V08O09,operand-renamed_same-structure,9
2013,86,9,,(α.p.β|γ.q.δ)|λ.r.μ,(X086V09O01.X086V09O02.X086V09O03|X086V09O04.X086V09O05.X086V09O06)|X086V09O07.X086V09O08.X086V09O09,operand-renamed_same-structure,9
2014,86,10,,(α.p.β|γ.q.δ)|λ.r.μ,(X086V10O01.X086V10O02.X086V10O03|X086V10O04.X086V10O05.X086V10O06)|X086V10O07.X086V10O08.X086V10O09,operand-renamed_same-structure,9
2015,86,11,,(α.p.β|γ.q.δ)|λ.r.μ,(X086V11O01.X086V11O02.X086V11O03|X086V11O04.X086V11O05.X086V11O06)|X086V11O07.X086V11O08.X086V11O09,operand-renamed_same-structure,9
2016,86,12,,(α.p.β|γ.q.δ)|λ.r.μ,(X086V12O01.X086V12O02.X086V12O03|X086V12O04.X086V12O05.X086V12O06)|X086V12O07.X086V12O08.X086V12O09,operand-renamed_same-structure,9
2017,86,13,,(α.p.β|γ.q.δ)|λ.r.μ,(X086V13O01.X086V13O02.X086V13O03|X086V13O04.X086V13O05.X086V13O06)|X086V13O07.X086V13O08.X086V13O09,operand-renamed_same-structure,9
2018,86,14,,(α.p.β|γ.q.δ)|λ.r.μ,(X086V14O01.X086V14O02.X086V14O03|X086V14O04.X086V14O05.X086V14O06)|X086V14O07.X086V14O08.X086V14O09,operand-renamed_same-structure,9
2019,86,15,,(α.p.β|γ.q.δ)|λ.r.μ,(X086V15O01.X086V15O02.X086V15O03|X086V15O04.X086V15O05.X086V15O06)|X086V15O07.X086V15O08.X086V15O09,operand-renamed_same-structure,9
2020,86,16,,(α.p.β|γ.q.δ)|λ.r.μ,(X086V16O01.X086V16O02.X086V16O03|X086V16O04.X086V16O05.X086V16O06)|X086V16O07.X086V16O08.X086V16O09,operand-renamed_same-structure,9
2021,86,17,,(α.p.β|γ.q.δ)|λ.r.μ,(X086V17O01.X086V17O02.X086V17O03|X086V17O04.X086V17O05.X086V17O06)|X086V17O07.X086V17O08.X086V17O09,operand-renamed_same-structure,9
2022,86,18,,(α.p.β|γ.q.δ)|λ.r.μ,(X086V18O01.X086V18O02.X086V18O03|X086V18O04.X086V18O05.X086V18O06)|X086V18O07.X086V18O08.X086V18O09,operand-renamed_same-structure,9
2023,86,19,,(α.p.β|γ.q.δ)|λ.r.μ,(X086V19O01.X086V19O02.X086V19O03|X086V19O04.X086V19O05.X086V19O06)|X086V19O07.X086V19O08.X086V19O09,operand-renamed_same-structure,9
2024,86,20,,(α.p.β|γ.q.δ)|λ.r.μ,(X086V20O01.X086V20O02.X086V20O03|X086V20O04.X086V20O05.X086V20O06)|X086V20O07.X086V20O08.X086V20O09,operand-renamed_same-structure,9
2025,86,21,,(α.p.β|γ.q.δ)|λ.r.μ,(X086V21O01.X086V21O02.X086V21O03|X086V21O04.X086V21O05.X086V21O06)|X086V21O07.X086V21O08.X086V21O09,operand-renamed_same-structure,9
2026,86,22,,(α.p.β|γ.q.δ)|λ.r.μ,(X086V22O01.X086V22O02.X086V22O03|X086V22O04.X086V22O05.X086V22O06)|X086V22O07.X086V22O08.X086V22O09,operand-renamed_same-structure,9
2027,86,23,,(α.p.β|γ.q.δ)|λ.r.μ,(X086V23O01.X086V23O02.X086V23O03|X086V23O04.X086V23O05.X086V23O06)|X086V23O07.X086V23O08.X086V23O09,operand-renamed_same-structure,9
2028,86,24,,(α.p.β|γ.q.δ)|λ.r.μ,(X086V24O01.X086V24O02.X086V24O03|X086V24O04.X086V24O05.X086V24O06)|X086V24O07.X086V24O08.X086V24O09,operand-renamed_same-structure,9
2029,87,1,,α.p.β|(γ.q.δ|λ.r.μ),X087V01O01.X087V01O02.X087V01O03|(X087V01O04.X087V01O05.X087V01O06|X087V01O07.X087V01O08.X087V01O09),operand-renamed_same-structure,9
2030,87,2,,α.p.β|(γ.q.δ|λ.r.μ),X087V02O01.X087V02O02.X087V02O03|(X087V02O04.X087V02O05.X087V02O06|X087V02O07.X087V02O08.X087V02O09),operand-renamed_same-structure,9
2031,87,3,,α.p.β|(γ.q.δ|λ.r.μ),X087V03O01.X087V03O02.X087V03O03|(X087V03O04.X087V03O05.X087V03O06|X087V03O07.X087V03O08.X087V03O09),operand-renamed_same-structure,9
2032,87,4,,α.p.β|(γ.q.δ|λ.r.μ),X087V04O01.X087V04O02.X087V04O03|(X087V04O04.X087V04O05.X087V04O06|X087V04O07.X087V04O08.X087V04O09),operand-renamed_same-structure,9
2033,87,5,,α.p.β|(γ.q.δ|λ.r.μ),X087V05O01.X087V05O02.X087V05O03|(X087V05O04.X087V05O05.X087V05O06|X087V05O07.X087V05O08.X087V05O09),operand-renamed_same-structure,9
2034,87,6,,α.p.β|(γ.q.δ|λ.r.μ),X087V06O01.X087V06O02.X087V06O03|(X087V06O04.X087V06O05.X087V06O06|X087V06O07.X087V06O08.X087V06O09),operand-renamed_same-structure,9
2035,87,7,,α.p.β|(γ.q.δ|λ.r.μ),X087V07O01.X087V07O02.X087V07O03|(X087V07O04.X087V07O05.X087V07O06|X087V07O07.X087V07O08.X087V07O09),operand-renamed_same-structure,9
2036,87,8,,α.p.β|(γ.q.δ|λ.r.μ),X087V08O01.X087V08O02.X087V08O03|(X087V08O04.X087V08O05.X087V08O06|X087V08O07.X087V08O08.X087V08O09),operand-renamed_same-structure,9
2037,87,9,,α.p.β|(γ.q.δ|λ.r.μ),X087V09O01.X087V09O02.X087V09O03|(X087V09O04.X087V09O05.X087V09O06|X087V09O07.X087V09O08.X087V09O09),operand-renamed_same-structure,9
2038,87,10,,α.p.β|(γ.q.δ|λ.r.μ),X087V10O01.X087V10O02.X087V10O03|(X087V10O04.X087V10O05.X087V10O06|X087V10O07.X087V10O08.X087V10O09),operand-renamed_same-structure,9
